Image Name,STD sigma,SNR,Voxel Size (mm),Best Scale (mm)
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_14.nii.gz,11.715836357222218,9.941158597635258,0.95,0.5029134
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_5.nii.gz,4.301806333927862,26.646066044022444,1.01,0.5494218
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_9.nii.gz,7.782371814309415,14.895211415402832,1.02,0.28770602
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_16.nii.gz,14.045300029741382,8.30887349026025,1.04,0.5343112
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_6.nii.gz,5.191764180470745,21.637699554594967,1.08,0.35902813
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_3.nii.gz,2.826289258599026,39.68376991187867,1.15,0.45180723
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_20.nii.gz,18.25033194636217,6.546740671244001,1.22,0.4055688
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_10.nii.gz,9.113817797488302,12.54983321555097,1.26,0.41886613
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_1.nii.gz,1.2164751927928226,93.36747070248785,1.27,0.46057138
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_4.nii.gz,3.766625240136683,30.369391535422455,1.37,0.45543382
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_7.nii.gz,6.613882358438134,17.466080177254188,1.38,0.44485635
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_15.nii.gz,13.591617063891617,8.692247590594391,1.38,0.45875815
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_18.nii.gz,15.560467392216127,7.648353717442827,1.4,0.5077165
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_12.nii.gz,10.796556804182492,10.672353548779876,1.44,0.46419796
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_13.nii.gz,11.601746178797027,10.178501381148969,1.49,0.46530604
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_17.nii.gz,14.691343469837276,7.86163900725383,1.55,0.48404318
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_19.nii.gz,17.217323280893083,6.763567870158575,1.63,0.5254463
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_8.nii.gz,6.828841648360274,16.569882939752404,1.75,0.74680665


GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_0.nii.gz,1.844610220322151,61.09351168619161,0.84,0.5819398
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_1.nii.gz,1.2164751927928226,93.36747070248785,1.27,0.45508838
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_2.nii.gz,2.080542452620416,54.542119871446864,0.91,0.24999999
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_3.nii.gz,2.826289258599026,39.68376991187867,1.15,0.4945055
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_4.nii.gz,3.766625240136683,30.369391535422455,1.37,0.229097
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_5.nii.gz,4.301806333927862,26.646066044022444,1.01,0.47049686
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_6.nii.gz,5.191764180470745,21.637699554594967,1.08,0.4128046
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_7.nii.gz,6.613882358438134,17.466080177254188,1.38,0.2967033
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_8.nii.gz,6.828841648360274,16.569882939752404,1.75,0.72993311
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_9.nii.gz,7.782371814309415,14.895211415402832,1.02,0.3533206
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_10.nii.gz,9.113817797488302,12.54983321555097,1.26,0.43645486
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_11.nii.gz,9.156283812386915,12.737988305709711,0.83,0.49569997
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_12.nii.gz,10.796556804182492,10.672353548779876,1.44,0.18920211
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_13.nii.gz,11.601746178797027,10.178501381148969,1.49,0.23136646
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_14.nii.gz,11.715836357222218,9.941158597635258,0.95,0.6354515
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_15.nii.gz,13.591617063891617,8.692247590594391,1.38,0.28021976
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_16.nii.gz,14.045300029741382,8.30887349026025,1.04,0.45962733
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_17.nii.gz,14.691343469837276,7.86163900725383,1.55,0.22216913
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_18.nii.gz,15.560467392216127,7.648353717442827,1.4,0.26755852
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_19.nii.gz,17.217323280893083,6.763567870158575,1.63,0.63363593
GPI693_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_20.nii.gz,18.25033194636217,6.546740671244001,1.22,0.39345437


KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_0.nii.gz,3.045875147459174,39.74923605227628,1.39,0.08421793
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_1.nii.gz,1.6924462229916803,71.13732910742041,1.77,0.77534535
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_2.nii.gz,2.8378884187966755,42.47155088781509,1.68,0.50357715
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_3.nii.gz,3.8338553651078637,32.2934483028034,0.91,0.49070576
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_4.nii.gz,5.021345730995057,24.23071525766019,1.36,0.4696816
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_5.nii.gz,6.9270993196368496,17.93374933049423,1.4,0.49197814
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_6.nii.gz,8.502246967660888,14.348647712998625,1.61,0.5365106
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_7.nii.gz,9.777857753798768,12.816729302861887,1.29,0.53929764
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_8.nii.gz,10.764625504890654,11.346481481618284,1.76,0.67322477
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_9.nii.gz,12.19615775342111,10.302949320428494,0.74,0.58286077
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_10.nii.gz,13.705708856755564,9.294986522511781,0.83,0.472711
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_11.nii.gz,15.06748478378164,8.488340298308152,1.32,0.4318744
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_12.nii.gz,15.201795517200999,8.220084233678032,1.76,0.57322477
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_13.nii.gz,17.81864563685224,7.250995485942874,1.75,0.34989822
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_14.nii.gz,19.44892252506303,6.616898430295615,1.06,0.5651689
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_15.nii.gz,20.930762738526493,6.269014162635431,0.83,0.45259562
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_16.nii.gz,21.946049460406016,6.04181679263769,1.11,0.55147594
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_17.nii.gz,23.654043034045525,5.629101471388994,1.1,0.39988372
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_18.nii.gz,25.249311423272207,5.142884366594438,1.76,0.87322477
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_19.nii.gz,26.51997571823289,5.07262672662675,1.26,0.47331688
KUU220_62_hm_t1_space_sag_p2_0.7iso_nativ_reg2ref_Warped.nii.gz_noise_20.nii.gz,27.74595748052488,4.908186953295492,1.12,0.49537107
